Transfer,Experiment,Well,Row,Col,Wavelength,Abs,Media,Inoculation
1,ctrl,A01,1,1,620,0,B,FALSE
1,ctrl,A02,1,2,620,0.0095,B,FALSE
1,ctrl,A03,1,3,620,0,B,FALSE
1,ctrl,A04,1,4,620,0,B,FALSE
1,ctrl,A05,1,5,620,0,B,FALSE
1,ctrl,A06,1,6,620,5e-04,B,FALSE
1,ctrl,A07,1,7,620,5e-04,B,FALSE
1,ctrl,A08,1,8,620,0.0025,B,FALSE
1,ctrl,A09,1,9,620,5e-04,B,FALSE
1,ctrl,A10,1,0,620,5e-04,B,FALSE
1,ctrl,A11,1,1,620,0.0015,B,FALSE
1,ctrl,A12,1,2,620,5e-04,B,FALSE
1,ctrl,A13,1,3,620,5e-04,B,FALSE
1,ctrl,A14,1,4,620,0.0025,B,FALSE
1,ctrl,A15,1,5,620,5e-04,B,FALSE
1,ctrl,A16,1,6,620,5e-04,B,FALSE
1,ctrl,A17,1,7,620,5e-04,B,FALSE
1,ctrl,A18,1,8,620,5e-04,B,FALSE
1,ctrl,A19,1,9,620,5e-04,B,FALSE
1,ctrl,A20,1,0,620,5e-04,B,FALSE
1,ctrl,A21,1,1,620,5e-04,B,FALSE
1,ctrl,A22,1,2,620,0,B,FALSE
1,ctrl,A23,1,3,620,5e-04,M9g,FALSE
1,ctrl,A24,1,4,620,5e-04,M9g,FALSE
1,ctrl,B01,2,1,620,0,B,FALSE
1,ctrl,B02,2,2,620,0.0135,A02,TRUE
1,ctrl,B03,2,3,620,0.0065,A02,TRUE
1,ctrl,B04,2,4,620,0.0065,A02,TRUE
1,ctrl,B05,2,5,620,0.0065,A04,TRUE
1,ctrl,B06,2,6,620,0.0075,A04,TRUE
1,ctrl,B07,2,7,620,0.0075,A04,TRUE
1,ctrl,B08,2,8,620,0.0095,A06,TRUE
1,ctrl,B09,2,9,620,0.0095,A06,TRUE
1,ctrl,B10,2,0,620,0.0095,A06,TRUE
1,ctrl,B11,2,1,620,0.0085,A08,TRUE
1,ctrl,B12,2,2,620,0.0085,A08,TRUE
1,ctrl,B13,2,3,620,0.0085,A08,TRUE
1,ctrl,B14,2,4,620,0.0065,A10,TRUE
1,ctrl,B15,2,5,620,0.0065,A10,TRUE
1,ctrl,B16,2,6,620,0.0095,A10,TRUE
1,ctrl,B17,2,7,620,0.0065,A12,TRUE
1,ctrl,B18,2,8,620,0.0075,A12,TRUE
1,ctrl,B19,2,9,620,0.0085,A12,TRUE
1,ctrl,B20,2,0,620,0.0085,A01,TRUE
1,ctrl,B21,2,1,620,0.0085,A01,TRUE
1,ctrl,B22,2,2,620,0.0085,A01,TRUE
1,ctrl,B23,2,3,620,0.0935,M9g,TRUE
1,ctrl,B24,2,4,620,0,M9g,FALSE
1,ctrl,C01,3,1,620,0,B,FALSE
1,ctrl,C02,3,2,620,0.0095,B01,TRUE
1,ctrl,C03,3,3,620,0.0325,B01,TRUE
1,ctrl,C04,3,4,620,0.0095,B01,TRUE
1,ctrl,C05,3,5,620,0.0085,B03,TRUE
1,ctrl,C06,3,6,620,0.0075,B03,TRUE
1,ctrl,C07,3,7,620,0.0065,B03,TRUE
1,ctrl,C08,3,8,620,0.0065,B05,TRUE
1,ctrl,C09,3,9,620,0.00550000000000001,B05,TRUE
1,ctrl,C10,3,0,620,0.0075,B05,TRUE
1,ctrl,C11,3,1,620,0.2685,B07,TRUE
1,ctrl,C12,3,2,620,0.0065,B07,TRUE
1,ctrl,C13,3,3,620,0.00550000000000001,B07,TRUE
1,ctrl,C14,3,4,620,0.0095,B09,TRUE
1,ctrl,C15,3,5,620,0.00550000000000001,B09,TRUE
1,ctrl,C16,3,6,620,0.0075,B09,TRUE
1,ctrl,C17,3,7,620,0.0065,B11,TRUE
1,ctrl,C18,3,8,620,0.0075,B11,TRUE
1,ctrl,C19,3,9,620,0.0065,B11,TRUE
1,ctrl,C20,3,0,620,0.0095,H02,TRUE
1,ctrl,C21,3,1,620,0.0085,H02,TRUE
1,ctrl,C22,3,2,620,0.0085,H02,TRUE
1,ctrl,C23,3,3,620,0.1025,M9g,TRUE
1,ctrl,C24,3,4,620,0,M9g,FALSE
1,ctrl,D01,4,1,620,0,B,FALSE
1,ctrl,D02,4,2,620,0.0215,B02,TRUE
1,ctrl,D03,4,3,620,0.0105,B02,TRUE
1,ctrl,D04,4,4,620,0.0075,B02,TRUE
1,ctrl,D05,4,5,620,0.0085,B04,TRUE
1,ctrl,D06,4,6,620,0.0075,B04,TRUE
1,ctrl,D07,4,7,620,0.0075,B04,TRUE
1,ctrl,D08,4,8,620,0.0085,B06,TRUE
1,ctrl,D09,4,9,620,0.0075,B06,TRUE
1,ctrl,D10,4,0,620,0.0085,B06,TRUE
1,ctrl,D11,4,1,620,0.0065,B08,TRUE
1,ctrl,D12,4,2,620,0.0075,B08,TRUE
1,ctrl,D13,4,3,620,0.0065,B08,TRUE
1,ctrl,D14,4,4,620,0.00550000000000001,B10,TRUE
1,ctrl,D15,4,5,620,0.0045,B10,TRUE
1,ctrl,D16,4,6,620,0.0065,B10,TRUE
1,ctrl,D17,4,7,620,0.0065,B12,TRUE
1,ctrl,D18,4,8,620,0.0075,B12,TRUE
1,ctrl,D19,4,9,620,0.0075,B12,TRUE
1,ctrl,D20,4,0,620,0.0085,A03,TRUE
1,ctrl,D21,4,1,620,0.0075,A03,TRUE
1,ctrl,D22,4,2,620,0.0205,A03,TRUE
1,ctrl,D23,4,3,620,0.1115,M9g,TRUE
1,ctrl,D24,4,4,620,0,M9g,FALSE
1,ctrl,E01,5,1,620,0,B,FALSE
1,ctrl,E02,5,2,620,0.0105,C01,TRUE
1,ctrl,E03,5,3,620,0.0235,C01,TRUE
1,ctrl,E04,5,4,620,0.0075,C01,TRUE
1,ctrl,E05,5,5,620,0.0085,C03,TRUE
1,ctrl,E06,5,6,620,0.0115,C03,TRUE
1,ctrl,E07,5,7,620,0.0075,C03,TRUE
1,ctrl,E08,5,8,620,0.0065,C05,TRUE
1,ctrl,E09,5,9,620,0.00550000000000001,C05,TRUE
1,ctrl,E10,5,0,620,0.0065,C05,TRUE
1,ctrl,E11,5,1,620,0.0095,C07,TRUE
1,ctrl,E12,5,2,620,0.00550000000000001,C07,TRUE
1,ctrl,E13,5,3,620,0.0075,C07,TRUE
1,ctrl,E14,5,4,620,0.0045,C09,TRUE
1,ctrl,E15,5,5,620,0.0075,C09,TRUE
1,ctrl,E16,5,6,620,0.0085,C09,TRUE
1,ctrl,E17,5,7,620,0.00550000000000001,C11,TRUE
1,ctrl,E18,5,8,620,0.0075,C11,TRUE
1,ctrl,E19,5,9,620,0.0065,C11,TRUE
1,ctrl,E20,5,0,620,0.0065,H04,TRUE
1,ctrl,E21,5,1,620,0.0065,H04,TRUE
1,ctrl,E22,5,2,620,0.0085,H04,TRUE
1,ctrl,E23,5,3,620,0.0845,M9g,TRUE
1,ctrl,E24,5,4,620,0,M9g,FALSE
1,ctrl,F01,6,1,620,0.0015,B,FALSE
1,ctrl,F02,6,2,620,0.0215,C02,TRUE
1,ctrl,F03,6,3,620,0.0075,C02,TRUE
1,ctrl,F04,6,4,620,0.0075,C02,TRUE
1,ctrl,F05,6,5,620,0.0075,C04,TRUE
1,ctrl,F06,6,6,620,0.0065,C04,TRUE
1,ctrl,F07,6,7,620,0.0065,C04,TRUE
1,ctrl,F08,6,8,620,0.0075,C06,TRUE
1,ctrl,F09,6,9,620,0.0275,C06,TRUE
1,ctrl,F10,6,0,620,0.0085,C06,TRUE
1,ctrl,F11,6,1,620,0.0095,C08,TRUE
1,ctrl,F12,6,2,620,0.0175,C08,TRUE
1,ctrl,F13,6,3,620,0.0105,C08,TRUE
1,ctrl,F14,6,4,620,0.0025,C10,TRUE
1,ctrl,F15,6,5,620,0.00550000000000001,C10,TRUE
1,ctrl,F16,6,6,620,0.0075,C10,TRUE
1,ctrl,F17,6,7,620,0.0065,C12,TRUE
1,ctrl,F18,6,8,620,0.0075,C12,TRUE
1,ctrl,F19,6,9,620,0.0075,C12,TRUE
1,ctrl,F20,6,0,620,0.0085,A05,TRUE
1,ctrl,F21,6,1,620,0.0075,A05,TRUE
1,ctrl,F22,6,2,620,0.0135,A05,TRUE
1,ctrl,F23,6,3,620,0.1165,M9g,TRUE
1,ctrl,F24,6,4,620,0,M9g,FALSE
1,ctrl,G01,7,1,620,0.0035,B,FALSE
1,ctrl,G02,7,2,620,0.0035,D01,TRUE
1,ctrl,G03,7,3,620,0.0225,D01,TRUE
1,ctrl,G04,7,4,620,0.00550000000000001,D01,TRUE
1,ctrl,G05,7,5,620,0.0065,D03,TRUE
1,ctrl,G06,7,6,620,0.0065,D03,TRUE
1,ctrl,G07,7,7,620,0.0065,D03,TRUE
1,ctrl,G08,7,8,620,0.0065,D05,TRUE
1,ctrl,G09,7,9,620,0.1125,D05,TRUE
1,ctrl,G10,7,0,620,0.0075,D05,TRUE
1,ctrl,G11,7,1,620,0.0065,D07,TRUE
1,ctrl,G12,7,2,620,0.0095,D07,TRUE
1,ctrl,G13,7,3,620,0.00550000000000001,D07,TRUE
1,ctrl,G14,7,4,620,0.0025,D09,TRUE
1,ctrl,G15,7,5,620,0.0065,D09,TRUE
1,ctrl,G16,7,6,620,0.00550000000000001,D09,TRUE
1,ctrl,G17,7,7,620,0.00550000000000001,D11,TRUE
1,ctrl,G18,7,8,620,0.00550000000000001,D11,TRUE
1,ctrl,G19,7,9,620,0.0065,D11,TRUE
1,ctrl,G20,7,0,620,0.0075,H06,TRUE
1,ctrl,G21,7,1,620,0.0075,H06,TRUE
1,ctrl,G22,7,2,620,0.0075,H06,TRUE
1,ctrl,G23,7,3,620,0.1055,M9g,TRUE
1,ctrl,G24,7,4,620,0,M9g,FALSE
1,ctrl,H01,8,1,620,0,B,FALSE
1,ctrl,H02,8,2,620,0.0305,D02,TRUE
1,ctrl,H03,8,3,620,0.0095,D02,TRUE
1,ctrl,H04,8,4,620,0.0065,D02,TRUE
1,ctrl,H05,8,5,620,0.0065,D04,TRUE
1,ctrl,H06,8,6,620,0.0065,D04,TRUE
1,ctrl,H07,8,7,620,0.0155,D04,TRUE
1,ctrl,H08,8,8,620,0.0085,D06,TRUE
1,ctrl,H09,8,9,620,0.0075,D06,TRUE
1,ctrl,H10,8,0,620,0.0095,D06,TRUE
1,ctrl,H11,8,1,620,0.0075,D08,TRUE
1,ctrl,H12,8,2,620,0.0105,D08,TRUE
1,ctrl,H13,8,3,620,0.0075,D08,TRUE
1,ctrl,H14,8,4,620,0.0095,D10,TRUE
1,ctrl,H15,8,5,620,0.0085,D10,TRUE
1,ctrl,H16,8,6,620,0.0115,D10,TRUE
1,ctrl,H17,8,7,620,0.0075,D12,TRUE
1,ctrl,H18,8,8,620,0.0075,D12,TRUE
1,ctrl,H19,8,9,620,0.0075,D12,TRUE
1,ctrl,H20,8,0,620,0.0065,A07,TRUE
1,ctrl,H21,8,1,620,0.0075,A07,TRUE
1,ctrl,H22,8,2,620,0.0065,A07,TRUE
1,ctrl,H23,8,3,620,0.1445,M9g,TRUE
1,ctrl,H24,8,4,620,0,M9g,FALSE
1,ctrl,I01,9,1,620,0,B,FALSE
1,ctrl,I02,9,2,620,0.0085,E01,TRUE
1,ctrl,I03,9,3,620,0.0765,E01,TRUE
1,ctrl,I04,9,4,620,0.0645,E01,TRUE
1,ctrl,I05,9,5,620,0.0075,E03,TRUE
1,ctrl,I06,9,6,620,0.0065,E03,TRUE
1,ctrl,I07,9,7,620,0.0065,E03,TRUE
1,ctrl,I08,9,8,620,0.0065,E05,TRUE
1,ctrl,I09,9,9,620,0.0065,E05,TRUE
1,ctrl,I10,9,0,620,0.0065,E05,TRUE
1,ctrl,I11,9,1,620,0.00550000000000001,E07,TRUE
1,ctrl,I12,9,2,620,0.0085,E07,TRUE
1,ctrl,I13,9,3,620,0.0095,E07,TRUE
1,ctrl,I14,9,4,620,0.0085,E09,TRUE
1,ctrl,I15,9,5,620,0.0065,E09,TRUE
1,ctrl,I16,9,6,620,0.0065,E09,TRUE
1,ctrl,I17,9,7,620,0.0065,E11,TRUE
1,ctrl,I18,9,8,620,0.0075,E11,TRUE
1,ctrl,I19,9,9,620,0.0065,E11,TRUE
1,ctrl,I20,9,0,620,0.0085,H08,TRUE
1,ctrl,I21,9,1,620,0.0085,H08,TRUE
1,ctrl,I22,9,2,620,0.0085,H08,TRUE
1,ctrl,I23,9,3,620,0.1765,M9g,TRUE
1,ctrl,I24,9,4,620,0,M9g,FALSE
1,ctrl,J01,10,1,620,0,B,FALSE
1,ctrl,J02,10,2,620,0.0305,E02,TRUE
1,ctrl,J03,10,3,620,0.0115,E02,TRUE
1,ctrl,J04,10,4,620,0.0085,E02,TRUE
1,ctrl,J05,10,5,620,0.0075,E04,TRUE
1,ctrl,J06,10,6,620,0.0095,E04,TRUE
1,ctrl,J07,10,7,620,0.0075,E04,TRUE
1,ctrl,J08,10,8,620,0.0075,E06,TRUE
1,ctrl,J09,10,9,620,0.0085,E06,TRUE
1,ctrl,J10,10,0,620,0.0085,E06,TRUE
1,ctrl,J11,10,1,620,0.0115,E08,TRUE
1,ctrl,J12,10,2,620,0.0115,E08,TRUE
1,ctrl,J13,10,3,620,0.0105,E08,TRUE
1,ctrl,J14,10,4,620,0.0065,E10,TRUE
1,ctrl,J15,10,5,620,0.00550000000000001,E10,TRUE
1,ctrl,J16,10,6,620,0.0065,E10,TRUE
1,ctrl,J17,10,7,620,0.0065,E12,TRUE
1,ctrl,J18,10,8,620,0.0125,E12,TRUE
1,ctrl,J19,10,9,620,0.0075,E12,TRUE
1,ctrl,J20,10,0,620,0.0075,A09,TRUE
1,ctrl,J21,10,1,620,0.0075,A09,TRUE
1,ctrl,J22,10,2,620,0.0085,A09,TRUE
1,ctrl,J23,10,3,620,0.2315,M9g,TRUE
1,ctrl,J24,10,4,620,0,M9g,FALSE
1,ctrl,K01,11,1,620,0,B,FALSE
1,ctrl,K02,11,2,620,0.0085,F01,TRUE
1,ctrl,K03,11,3,620,0.0235,F01,TRUE
1,ctrl,K04,11,4,620,0.0095,F01,TRUE
1,ctrl,K05,11,5,620,0.0075,F03,TRUE
1,ctrl,K06,11,6,620,0.0075,F03,TRUE
1,ctrl,K07,11,7,620,0.0075,F03,TRUE
1,ctrl,K08,11,8,620,0.0065,F05,TRUE
1,ctrl,K09,11,9,620,0.0065,F05,TRUE
1,ctrl,K10,11,0,620,0.0065,F05,TRUE
1,ctrl,K11,11,1,620,0.0065,F07,TRUE
1,ctrl,K12,11,2,620,0.0065,F07,TRUE
1,ctrl,K13,11,3,620,0.0075,F07,TRUE
1,ctrl,K14,11,4,620,0.00550000000000001,F09,TRUE
1,ctrl,K15,11,5,620,0.2635,F09,TRUE
1,ctrl,K16,11,6,620,0.0075,F09,TRUE
1,ctrl,K17,11,7,620,0.00550000000000001,F11,TRUE
1,ctrl,K18,11,8,620,0.0065,F11,TRUE
1,ctrl,K19,11,9,620,0.0075,F11,TRUE
1,ctrl,K20,11,0,620,0.0065,H10,TRUE
1,ctrl,K21,11,1,620,0.00550000000000001,H10,TRUE
1,ctrl,K22,11,2,620,0.0065,H10,TRUE
1,ctrl,K23,11,3,620,0.2465,M9g,TRUE
1,ctrl,K24,11,4,620,0,M9g,FALSE
1,ctrl,L01,12,1,620,0.0075,B,FALSE
1,ctrl,L02,12,2,620,0.0275,F02,TRUE
1,ctrl,L03,12,3,620,0.0095,F02,TRUE
1,ctrl,L04,12,4,620,0.0085,F02,TRUE
1,ctrl,L05,12,5,620,0.0085,F04,TRUE
1,ctrl,L06,12,6,620,0.0095,F04,TRUE
1,ctrl,L07,12,7,620,0.0075,F04,TRUE
1,ctrl,L08,12,8,620,0.0075,F06,TRUE
1,ctrl,L09,12,9,620,0.0075,F06,TRUE
1,ctrl,L10,12,0,620,0.0095,F06,TRUE
1,ctrl,L11,12,1,620,0.00550000000000001,F08,TRUE
1,ctrl,L12,12,2,620,0.0065,F08,TRUE
1,ctrl,L13,12,3,620,0.00550000000000001,F08,TRUE
1,ctrl,L14,12,4,620,0.0245,F10,TRUE
1,ctrl,L15,12,5,620,0.0105,F10,TRUE
1,ctrl,L16,12,6,620,0.0195,F10,TRUE
1,ctrl,L17,12,7,620,0.0145,F12,TRUE
1,ctrl,L18,12,8,620,0.0075,F12,TRUE
1,ctrl,L19,12,9,620,0.0075,F12,TRUE
1,ctrl,L20,12,0,620,0.0065,A11,TRUE
1,ctrl,L21,12,1,620,0.0075,A11,TRUE
1,ctrl,L22,12,2,620,0.0085,A11,TRUE
1,ctrl,L23,12,3,620,0.2415,M9g,TRUE
1,ctrl,L24,12,4,620,0,M9g,FALSE
1,ctrl,M01,13,1,620,0,B,FALSE
1,ctrl,M02,13,2,620,0.0085,G01,TRUE
1,ctrl,M03,13,3,620,0.0165,G01,TRUE
1,ctrl,M04,13,4,620,0.0095,G01,TRUE
1,ctrl,M05,13,5,620,0.0075,G03,TRUE
1,ctrl,M06,13,6,620,0.0095,G03,TRUE
1,ctrl,M07,13,7,620,0.0075,G03,TRUE
1,ctrl,M08,13,8,620,0.0075,G05,TRUE
1,ctrl,M09,13,9,620,0.00550000000000001,G05,TRUE
1,ctrl,M10,13,0,620,0.0095,G05,TRUE
1,ctrl,M11,13,1,620,0.0065,G07,TRUE
1,ctrl,M12,13,2,620,0.0075,G07,TRUE
1,ctrl,M13,13,3,620,0.00550000000000001,G07,TRUE
1,ctrl,M14,13,4,620,0.00550000000000001,G09,TRUE
1,ctrl,M15,13,5,620,0.00550000000000001,G09,TRUE
1,ctrl,M16,13,6,620,0.0065,G09,TRUE
1,ctrl,M17,13,7,620,0.0065,G11,TRUE
1,ctrl,M18,13,8,620,0.0075,G11,TRUE
1,ctrl,M19,13,9,620,0.0075,G11,TRUE
1,ctrl,M20,13,0,620,0.0075,H12,TRUE
1,ctrl,M21,13,1,620,0.00550000000000001,H12,TRUE
1,ctrl,M22,13,2,620,0.00550000000000001,H12,TRUE
1,ctrl,M23,13,3,620,0.2385,M9g,TRUE
1,ctrl,M24,13,4,620,0,M9g,FALSE
1,ctrl,N01,14,1,620,5e-04,B,FALSE
1,ctrl,N02,14,2,620,0.0105,G02,TRUE
1,ctrl,N03,14,3,620,0.0075,G02,TRUE
1,ctrl,N04,14,4,620,0.0095,G02,TRUE
1,ctrl,N05,14,5,620,0.0065,G04,TRUE
1,ctrl,N06,14,6,620,0.0065,G04,TRUE
1,ctrl,N07,14,7,620,0.0075,G04,TRUE
1,ctrl,N08,14,8,620,0.0075,G06,TRUE
1,ctrl,N09,14,9,620,0.0075,G06,TRUE
1,ctrl,N10,14,0,620,0.0075,G06,TRUE
1,ctrl,N11,14,1,620,0.0065,G08,TRUE
1,ctrl,N12,14,2,620,0.0145,G08,TRUE
1,ctrl,N13,14,3,620,0.00550000000000001,G08,TRUE
1,ctrl,N14,14,4,620,0.0035,G10,TRUE
1,ctrl,N15,14,5,620,0.0085,G10,TRUE
1,ctrl,N16,14,6,620,0.0065,G10,TRUE
1,ctrl,N17,14,7,620,0.0075,G12,TRUE
1,ctrl,N18,14,8,620,0.0095,G12,TRUE
1,ctrl,N19,14,9,620,0.0155,G12,TRUE
1,ctrl,N20,14,0,620,0.2305,M9g,TRUE
1,ctrl,N21,14,1,620,0.1865,M9g,TRUE
1,ctrl,N22,14,2,620,0.1825,M9g,TRUE
1,ctrl,N23,14,3,620,0,M9g,TRUE
1,ctrl,N24,14,4,620,5e-04,M9g,FALSE
1,ctrl,O01,15,1,620,0,B,FALSE
1,ctrl,O02,15,2,620,0.0165,H01,TRUE
1,ctrl,O03,15,3,620,0.0025,H01,TRUE
1,ctrl,O04,15,4,620,0.0085,H01,TRUE
1,ctrl,O05,15,5,620,0.0065,H03,TRUE
1,ctrl,O06,15,6,620,0.0065,H03,TRUE
1,ctrl,O07,15,7,620,0.0065,H03,TRUE
1,ctrl,O08,15,8,620,0.0065,H05,TRUE
1,ctrl,O09,15,9,620,0.0255,H05,TRUE
1,ctrl,O10,15,0,620,0.0075,H05,TRUE
1,ctrl,O11,15,1,620,0.0065,H07,TRUE
1,ctrl,O12,15,2,620,0.00550000000000001,H07,TRUE
1,ctrl,O13,15,3,620,0.00550000000000001,H07,TRUE
1,ctrl,O14,15,4,620,0.0035,H09,TRUE
1,ctrl,O15,15,5,620,0.0045,H09,TRUE
1,ctrl,O16,15,6,620,0.0075,H09,TRUE
1,ctrl,O17,15,7,620,0.0095,H11,TRUE
1,ctrl,O18,15,8,620,0.0085,H11,TRUE
1,ctrl,O19,15,9,620,0.0095,H11,TRUE
1,ctrl,O20,15,0,620,0.2305,M9g,TRUE
1,ctrl,O21,15,1,620,0.2165,M9g,TRUE
1,ctrl,O22,15,2,620,0.2165,M9g,TRUE
1,ctrl,O23,15,3,620,0.1835,M9g,TRUE
1,ctrl,O24,15,4,620,0,M9g,FALSE
1,ctrl,P01,16,1,620,0,B,FALSE
1,ctrl,P02,16,2,620,5e-04,B,FALSE
1,ctrl,P03,16,3,620,5e-04,B,FALSE
1,ctrl,P04,16,4,620,5e-04,B,FALSE
1,ctrl,P05,16,5,620,5e-04,B,FALSE
1,ctrl,P06,16,6,620,5e-04,B,FALSE
1,ctrl,P07,16,7,620,5e-04,B,FALSE
1,ctrl,P08,16,8,620,5e-04,B,FALSE
1,ctrl,P09,16,9,620,0.00550000000000001,B,FALSE
1,ctrl,P10,16,0,620,0.0015,B,FALSE
1,ctrl,P11,16,1,620,0.0015,B,FALSE
1,ctrl,P12,16,2,620,0,B,FALSE
1,ctrl,P13,16,3,620,5e-04,B,FALSE
1,ctrl,P14,16,4,620,5e-04,B,FALSE
1,ctrl,P15,16,5,620,0,B,FALSE
1,ctrl,P16,16,6,620,0,B,FALSE
1,ctrl,P17,16,7,620,0,B,FALSE
1,ctrl,P18,16,8,620,0,B,FALSE
1,ctrl,P19,16,9,620,5e-04,B,FALSE
1,ctrl,P20,16,0,620,0,M9g,FALSE
1,ctrl,P21,16,1,620,0,M9g,FALSE
1,ctrl,P22,16,2,620,0,M9g,FALSE
1,ctrl,P23,16,3,620,0,M9g,FALSE
1,ctrl,P24,16,4,620,0.0215,M9g,FALSE
1,expt,A01,1,1,620,0.001,B,FALSE
1,expt,A02,1,2,620,0.001,B,FALSE
1,expt,A03,1,3,620,0.001,B,FALSE
1,expt,A04,1,4,620,0,B,FALSE
1,expt,A05,1,5,620,0,B,FALSE
1,expt,A06,1,6,620,0,B,FALSE
1,expt,A07,1,7,620,0,B,FALSE
1,expt,A08,1,8,620,0,B,FALSE
1,expt,A09,1,9,620,0.001,B,FALSE
1,expt,A10,1,0,620,0.001,B,FALSE
1,expt,A11,1,1,620,0.001,B,FALSE
1,expt,A12,1,2,620,0.002,B,FALSE
1,expt,A13,1,3,620,0.003,B,FALSE
1,expt,A14,1,4,620,0.001,B,FALSE
1,expt,A15,1,5,620,0.001,B,FALSE
1,expt,A16,1,6,620,0.002,B,FALSE
1,expt,A17,1,7,620,0.001,B,FALSE
1,expt,A18,1,8,620,0.001,B,FALSE
1,expt,A19,1,9,620,0.001,B,FALSE
1,expt,A20,1,0,620,0,B,FALSE
1,expt,A21,1,1,620,0,B,FALSE
1,expt,A22,1,2,620,0.001,B,FALSE
1,expt,A23,1,3,620,0.001,M9g,FALSE
1,expt,A24,1,4,620,0.002,M9g,FALSE
1,expt,B01,2,1,620,0,B,FALSE
1,expt,B02,2,2,620,0.007,A02,TRUE
1,expt,B03,2,3,620,0.007,A02,TRUE
1,expt,B04,2,4,620,0.008,A02,TRUE
1,expt,B05,2,5,620,0.007,A04,TRUE
1,expt,B06,2,6,620,0.00600000000000001,A04,TRUE
1,expt,B07,2,7,620,0.007,A04,TRUE
1,expt,B08,2,8,620,0.007,A06,TRUE
1,expt,B09,2,9,620,0.007,A06,TRUE
1,expt,B10,2,0,620,0.007,A06,TRUE
1,expt,B11,2,1,620,0.008,A08,TRUE
1,expt,B12,2,2,620,0.011,A08,TRUE
1,expt,B13,2,3,620,0.008,A08,TRUE
1,expt,B14,2,4,620,0.008,A10,TRUE
1,expt,B15,2,5,620,0.00600000000000001,A10,TRUE
1,expt,B16,2,6,620,0.007,A10,TRUE
1,expt,B17,2,7,620,0.008,A12,TRUE
1,expt,B18,2,8,620,0.008,A12,TRUE
1,expt,B19,2,9,620,0.009,A12,TRUE
1,expt,B20,2,0,620,0.009,A01,TRUE
1,expt,B21,2,1,620,0.009,A01,TRUE
1,expt,B22,2,2,620,0.009,A01,TRUE
1,expt,B23,2,3,620,0.193,M9g,TRUE
1,expt,B24,2,4,620,0.001,M9g,FALSE
1,expt,C01,3,1,620,0,B,FALSE
1,expt,C02,3,2,620,0.06,B01,TRUE
1,expt,C03,3,3,620,0.063,B01,TRUE
1,expt,C04,3,4,620,0.068,B01,TRUE
1,expt,C05,3,5,620,0.007,B03,TRUE
1,expt,C06,3,6,620,0.00600000000000001,B03,TRUE
1,expt,C07,3,7,620,0.007,B03,TRUE
1,expt,C08,3,8,620,0.00600000000000001,B05,TRUE
1,expt,C09,3,9,620,0.00600000000000001,B05,TRUE
1,expt,C10,3,0,620,0.241,B05,TRUE
1,expt,C11,3,1,620,0.008,B07,TRUE
1,expt,C12,3,2,620,0.016,B07,TRUE
1,expt,C13,3,3,620,0.00600000000000001,B07,TRUE
1,expt,C14,3,4,620,0.00600000000000001,B09,TRUE
1,expt,C15,3,5,620,0.00600000000000001,B09,TRUE
1,expt,C16,3,6,620,0.007,B09,TRUE
1,expt,C17,3,7,620,0.007,B11,TRUE
1,expt,C18,3,8,620,0.008,B11,TRUE
1,expt,C19,3,9,620,0.008,B11,TRUE
1,expt,C20,3,0,620,0.007,H02,TRUE
1,expt,C21,3,1,620,0.007,H02,TRUE
1,expt,C22,3,2,620,0.007,H02,TRUE
1,expt,C23,3,3,620,0.17,M9g,TRUE
1,expt,C24,3,4,620,0,M9g,FALSE
1,expt,D01,4,1,620,0,B,FALSE
1,expt,D02,4,2,620,0.007,B02,TRUE
1,expt,D03,4,3,620,0.012,B02,TRUE
1,expt,D04,4,4,620,0.007,B02,TRUE
1,expt,D05,4,5,620,0.007,B04,TRUE
1,expt,D06,4,6,620,0.007,B04,TRUE
1,expt,D07,4,7,620,0.007,B04,TRUE
1,expt,D08,4,8,620,0.00600000000000001,B06,TRUE
1,expt,D09,4,9,620,0.008,B06,TRUE
1,expt,D10,4,0,620,0.007,B06,TRUE
1,expt,D11,4,1,620,0.008,B08,TRUE
1,expt,D12,4,2,620,0.014,B08,TRUE
1,expt,D13,4,3,620,0.009,B08,TRUE
1,expt,D14,4,4,620,0.005,B10,TRUE
1,expt,D15,4,5,620,0.00600000000000001,B10,TRUE
1,expt,D16,4,6,620,0.007,B10,TRUE
1,expt,D17,4,7,620,0.008,B12,TRUE
1,expt,D18,4,8,620,0.008,B12,TRUE
1,expt,D19,4,9,620,0.011,B12,TRUE
1,expt,D20,4,0,620,0.008,A03,TRUE
1,expt,D21,4,1,620,0.008,A03,TRUE
1,expt,D22,4,2,620,0.028,A03,TRUE
1,expt,D23,4,3,620,0.235,M9g,TRUE
1,expt,D24,4,4,620,0,M9g,FALSE
1,expt,E01,5,1,620,0,B,FALSE
1,expt,E02,5,2,620,0.008,C01,TRUE
1,expt,E03,5,3,620,0.008,C01,TRUE
1,expt,E04,5,4,620,0.008,C01,TRUE
1,expt,E05,5,5,620,0.007,C03,TRUE
1,expt,E06,5,6,620,0.00600000000000001,C03,TRUE
1,expt,E07,5,7,620,0.007,C03,TRUE
1,expt,E08,5,8,620,0.00600000000000001,C05,TRUE
1,expt,E09,5,9,620,0.005,C05,TRUE
1,expt,E10,5,0,620,0.292,C05,TRUE
1,expt,E11,5,1,620,0.00600000000000001,C07,TRUE
1,expt,E12,5,2,620,0.01,C07,TRUE
